Name	Tags	Address	Apple Maps Link 	Latitude	Longitude	Website	Info
Amelia's Taqueria	Mexican, Lunch/Dinner	309 Huntington Ave, Boston, MA 02115	https://maps.apple.com/?address=309%20Huntington%20Ave,%20Boston,%20MA%20%2002115,%20United%20States&auid=9371455912701147871&ll=42.341202,-71.087660&lsp=9902&q=Amelia's%20Taqueria	42.34113784	-71.08748274	https://www.ameliastaqueria.com/	There are not many options here; however, the chips and salsa or chips and guac are safe to eat. Make sure to ask the server to change their gloves first
Amelia's Taqueria	Mexican, Lunch/Dinner	1076 Boylston St, Boston, MA 02215	https://maps.apple.com/?address=1076%20Boylston%20St,%20Boston,%20MA%20%2002215,%20United%20States&auid=6703537251781806642&ll=42.347046,-71.088011&lsp=9902&q=Amelia's%20Taqueria	42.34697808	-71.0879626	https://www.ameliastaqueria.com/	There are not many options here; however, the chips and salsa or chips and guac are safe to eat. Make sure to ask the server to change their gloves first
Amelia's Taqueria	Mexican, Lunch/Dinner	180 Brighton Ave, Allston, MA 02134	https://maps.apple.com/?address=180%20Brighton%20Ave,%20Boston,%20MA%20%2002134,%20United%20States&auid=12675272741811103002&ll=42.352993,-71.133656&lsp=9902&q=Amelia's%20Taqueria	42.35302453	-71.13365125	https://www.ameliastaqueria.com/	There are not many options here; however, the chips and salsa or chips and guac are safe to eat. Make sure to ask the server to change their gloves first
Amelia's Taqueria	Mexican, Lunch/Dinner	1936 Beacon St, Boston, MA 02135	https://maps.apple.com/?address=1936%20Beacon%20St,%20Boston,%20MA%20%2002135,%20United%20States&auid=15149926575112331215&ll=42.336377,-71.149773&lsp=9902&q=Amelia's%20Taqueria	42.33635145	-71.14998671	https://www.ameliastaqueria.com/	There are not many options here; however, the chips and salsa or chips and guac are safe to eat. Make sure to ask the server to change their gloves first
Aqua Pazza	Lunch/Dinner	135 Richmond St, Boston, MA 02109	https://maps.apple.com/?address=135%20Richmond%20St,%20Boston,%20MA%20%2002109,%20United%20States&auid=7291801487648435923&ll=42.363265,-71.054151&lsp=9902&q=Aqua%20Pazza	42.36326634	-71.05408108	https://aquapazza-boston.com/	The co-owner of this fine restaurant has a family with various allergies and special diet needs. So the staff is reportedly well-versed in accommodating food allergies and in allergen protocols. All of their menu can be made gluten-free and you can easily custom order several dairy-free dishes.
Auntie Annie's	Pretzel	South Station, 700 Atlantic Ave Suite 105, Boston, MA 02110	https://maps.apple.com/?address=Boston,%20MA,%20United%20States&auid=1093618741418544073&ll=42.351567,-71.055087&lsp=9902&q=South%20Station	42.35043323	-71.05611536	https://www.godairyfree.org/dining-out/auntie-annes-dairy-free#vegan	Coming soon
B. Good	Grill, Burger, Lunch/Dinner, Healthy	1 Harborside Drive, Terminal A, Boston, MA 02128	https://maps.apple.com/?address=1%20Harborside%20Dr,%20East%20Boston,%20MA%20%2002128,%20United%20States&auid=4969788947553753498&ll=42.364523,-71.022040&lsp=9902&q=B.GOOD	42.36452438	-71.02174788	https://bgood.com/nutrition	Coming soon
B. Good	Grill, Burger, Lunch/Dinner, Healthy	301 Third Street, Cambridge, MA 02142	https://maps.apple.com/?address=301%20Third%20St,%20Cambridge,%20MA%20%2002142,%20United%20States&auid=9305269968010855608&ll=42.364250,-71.083507&lsp=9902&q=B.GOOD	42.36418082	-71.08348152	https://bgood.com/nutrition	Coming soon
B. Good	Grill, Burger, Lunch/Dinner, Healthy	84 Summer St, Boston, MA 02110	https://maps.apple.com/?address=84%20Summer%20St,%20Boston,%20MA%20%2002110,%20United%20States&auid=8172903212010298069&ll=42.353860,-71.058023&lsp=9902&q=B.GOOD	42.35385646	-71.05803304	https://bgood.com/nutrition	Coming soon
B. Good	Grill, Burger, Lunch/Dinner, Healthy	255 Washington Street, Boston, MA 02201	https://maps.apple.com/?address=255%20Washington%20St,%20Boston,%20MA%20%2002108,%20United%20States&auid=16317297531924129455&ll=42.357948,-71.058134&lsp=9902&q=B.GOOD	42.35784007	-71.05816446	https://bgood.com/nutrition	Coming soon
